"company_name","cat_id","cat_name","entity","records","state","org_id","date","source","type"
"inVentiv Health, Inc. ",15,"Employer","BSO",0,"Massachusetts",200000813,2016-07-21,"California Attorney General","HACK"
"Sunbury Plaza Dental",23,"Public Health","MED",7784,"Ohio",200000823,2016-07-21,"Government Agency","PHYS"
"Neurology Physicians LLC",28,"Discharge Data","MED",4831,"Maryland",200001909,2016-07-20,"US Department of Health and Human Services","HACK"
"Premier Family Care I, Inc.",28,"Discharge Data","MED",1326,"Texas",200001910,2016-07-20,"US Department of Health and Human Services","DISC"
"Premier Family Care I, Inc.",23,"Public Health","MED",1326,"Texas",200000824,2016-07-20,"Government Agency","DISC"
"Memorial Hermann Health System",23,"Public Health","MED",12061,"Texas",200000978,2016-07-20,"Government Agency","DISC"
"Neurology Physicians LLC",23,"Public Health","MED",4831,"Maryland",200000979,2016-07-20,"Government Agency","HACK"
"Memorial Hermann Health System, reporting on behalf of Memorial Hermann Health System Employee Group Health Plan",29,"Researcher","MED",12061,"Texas",200001911,2016-07-20,"US Department of Health and Human Services","DISC"
"Access Health Care Physicians, LLC",28,"Discharge Data","MED",2500,"Florida",200001908,2016-07-19,"US Department of Health and Human Services","PHYS"
"San Antonio Shoemakers",17,"Payer (Insurer)","BSO",0,"",200000811,2016-07-19,"California Attorney General","HACK"
"Providence Health & Services",47,"Home Health","MED",5400,"Oregon",200000816,2016-07-16,"Media","INSD"
"Lee Rice D.O., Medical Corp DBA Lifewellness Institute",28,"Discharge Data","MED",2473,"California",200001906,2016-07-15,"US Department of Health and Human Services","HACK"
"Matador Recordings, LLC",15,"Employer","BSO",0,"New York",200000802,2016-07-15,"California Attorney General","HACK"
"Providence Medical Group- Gateway Clinics",18,"Physician, Hospital","MED",5978,"Oregon",200001907,2016-07-15,"US Department of Health and Human Services","DISC"
"Lee Rice D.O. Medical Corp DBA Lifewellness Institute",23,"Public Health","MED",2473,"California",200000825,2016-07-15,"Government Agency","HACK"
"SUNSHINE STATE HEALTH PLAN, INC.",28,"Discharge Data","MED",1479,"Florida",200001904,2016-07-14,"US Department of Health and Human Services","DISC"
"Blaine Chiropractic Center",28,"Discharge Data","MED",1945,"Minnesota",200001905,2016-07-14,"US Department of Health and Human Services","HACK"
"Opes Advisors",15,"Employer","BSO",0,"California",200000803,2016-07-14,"California Attorney General","HACK"
"Project Management Institute",17,"Payer (Insurer)","BSO",0,"Pennsylvania",200000804,2016-07-14,"California Attorney General","HACK"
"Sunshine State Health Plan, Inc. ",23,"Public Health","MED",1479,"Florida",200000826,2016-07-14,"Government Agency","DISC"
"Cefalu Eye-Tech of Green, Inc.",23,"Public Health","MED",850,"Ohio",200001903,2016-07-14,"US Department of Health and Human Services","DISC"
"Kaiser Permanente Northern California",28,"Discharge Data","MED",1136,"California",200001902,2016-07-12,"US Department of Health and Human Services","PHYS"
"Kaiser Permanente Northern California",14,"Medical Devices","MED",0,"California",200000805,2016-07-12,"","INSD"
"Pennsylvania Revenue Department",23,"Public Health","GOV",865,"",200000800,2016-07-12,"Media","PORT"
"Dr. Q Pain and Spine d/b/a Arkansas Spine and Pain",28,"Discharge Data","MED",17100,"Arkansas",200001899,2016-07-11,"US Department of Health and Human Services","HACK"
"Health Incent, LLC",28,"Discharge Data","MED",1100,"Tennessee",200001900,2016-07-11,"US Department of Health and Human Services","HACK"
"Lasair Aesthetic Health, P.C.",28,"Discharge Data","MED",1835,"Colorado",200001901,2016-07-11,"US Department of Health and Human Services","DISC"
"Lasair Aesthetic Health P.C.",23,"Public Health","MED",1835,"Colorado",200000827,2016-07-11,"Government Agency","DISC"
"Health Incent, LLC",23,"Public Health","MED",1100,"Tennessee",200000828,2016-07-11,"Government Agency","HACK"
"Dr. Q Pain and Spine d/b/a Arkansas Spine and Pain",23,"Public Health","MED",17100,"Arkansas",200000829,2016-07-11,"Government Agency","HACK"
"Omni Hotels & Resorts",18,"Physician, Hospital","BSO",0,"Texas",200000806,2016-07-08,"California Attorney General","HACK"
"The Ambulatory Surgery Center at St. Mary",28,"Discharge Data","MED",13000,"Pennsylvania",200001897,2016-07-07,"US Department of Health and Human Services","HACK"
"Heart Center of Southern Maryland, L.L.P.",23,"Public Health","MED",1350,"Maryland",200000830,2016-07-07,"Government Agency","HACK"
"The Ambulatory Surgery Center at St. Mary",23,"Public Health","MED",13000,"Pennsylvania",200000831,2016-07-07,"Government Agency","HACK"
"Heart Center of Southern Maryland, L.L.P.",29,"Researcher","MED",1350,"Maryland",200001898,2016-07-07,"US Department of Health and Human Services","HACK"
"California Department of Corrections and Rehabilitation",51,"Social Services","GOV",0,"California",200000801,2016-07-06,"California Attorney General","DISC"
"Planned Parenthood of the Heartland",28,"Discharge Data","MED",2506,"Iowa",200001896,2016-07-01,"US Department of Health and Human Services","DISC"
"Planned Parenthood of the Heartland",23,"Public Health","MED",2506,"Iowa",200000832,2016-07-01,"Government Agency","DISC"
"Kool Kids Model & Talent Management",15,"Employer","BSO",0,"California",200000786,2016-06-30,"California Attorney General","PORT"
"KontrolFreek, LLC",17,"Payer (Insurer)","BSO",0,"Georgia",200000787,2016-06-30,"California Attorney General","HACK"
"Massachusetts General Hospital ",28,"Discharge Data","MED",4293,"Massachusetts",200001894,2016-06-29,"US Department of Health and Human Services","HACK"
"Mercy Medical Center Redding",28,"Discharge Data","MED",520,"California",200001895,2016-06-29,"US Department of Health and Human Services","DISC"
"Vertical Scope Inc.",17,"Payer (Insurer)","BSO",0,"Ontario",200000785,2016-06-29,"California Attorney General","HACK"
"Ceaton C Falgiano",28,"Discharge Data","MED",650,"New York",200001892,2016-06-27,"US Department of Health and Human Services","DISC"
"Linda J White, DDS, PC",28,"Discharge Data","MED",2000,"Virginia",200001893,2016-06-27,"US Department of Health and Human Services","PHYS"
"Hard Rock Hotel & Casino Las Vegas",15,"Employer","BSO",0,"Nevada",200000777,2016-06-27,"Media","HACK"
"Linda J White, DDS, PC",23,"Public Health","MED",2000,"Virginia",200000780,2016-06-27,"Government Agency","PORT"
"Mercy Medical Center Redding",18,"Physician, Hospital","MED",0,"California",200000778,2016-06-24,"California Attorney General","INSD"
"Uncommon Care, P.A.",28,"Discharge Data","MED",13674,"North Carolina",200001891,2016-06-21,"US Department of Health and Human Services","HACK"
"Uncommon Care, P.A.",23,"Public Health","MED",13674,"North Carolina",200000807,2016-06-21,"Government Agency","HACK"
"GoToMyPC",17,"Payer (Insurer)","BSO",0,"California",200000770,2016-06-20,"Krebs On Security","HACK"
"Allergy, Asthma & Immunology of the Rockies, PC ",28,"Discharge Data","MED",6851,"Colorado",200001889,2016-06-17,"US Department of Health and Human Services","HACK"
"Midland Women's Clinic",28,"Discharge Data","MED",717,"Texas",200001890,2016-06-17,"US Department of Health and Human Services","DISC"
"Bizmatics, Inc.",23,"Public Health","MED",177000,"California",200000775,2016-06-17,"Media","HACK"
"Midland Women's Clinic",23,"Public Health","MED",717,"Texas",200000808,2016-06-17,"Government Agency","DISC"
"Multi-Color Corporation",22,"Law Firms","BSO",0,"Ohio",200000680,2016-06-16,"California Attorney General","PORT"
"Laser & Dermatologic Surgery Center ",28,"Discharge Data","MED",31000,"Missouri",200001886,2016-06-14,"US Department of Health and Human Services","HACK"
"Kern County Mental Health",28,"Discharge Data","MED",1212,"California",200001887,2016-06-14,"US Department of Health and Human Services","PHYS"
"University of Connecticut",52,"Education","EDU",0,"Connecticut",200000679,2016-06-14,"California Attorney General","HACK"
"Democratic National Committee",22,"Law Firms","BSO",0,"District Of Columbia",200000678,2016-06-14,"Media","HACK"
"Sutter County Superior Court",35,"Other Government","GOV",0,"California",200000697,2016-06-14,"Media","DISC"
"Sutter County Courthouse",35,"Other Government","GOV",43,"California",200001063,2016-06-14,"Media","DISC"
"Acer Service Corporation",17,"Payer (Insurer)","BSO",35000,"California",200000666,2016-06-14,"California Attorney General","HACK"
"Kern County Mental Health",23,"Public Health","MED",1212,"California",200000781,2016-06-14,"Government Agency","DISC"
"Laser & Dermatologic Surgery Center",23,"Public Health","MED",31000,"Missouri",200000809,2016-06-14,"Government Agency","HACK"
"Texas Health and Human Services Commission",23,"Public Health","MED",600,"Texas",200000980,2016-06-14,"Government Agency","PHYS"
"Texas Health and Human Services Commission",23,"Public Health","MED",600,"Texas",200001888,2016-06-14,"US Department of Health and Human Services","PHYS"
"Grand Sierra Resort and Casino",22,"Law Firms","BSO",0,"Nevada",200000664,2016-06-13,"California Attorney General","HACK"
"Twitter",17,"Payer (Insurer)","BSO",3.2e+07,"California",200000644,2016-06-13,"Media","HACK"
"Momentum for Mental Health",29,"Researcher","MED",0,"California",200000665,2016-06-13,"California Attorney General","HACK"
"Saints Mary and Elizabeth Hospital",28,"Discharge Data","MED",1682,"Kentucky",200001883,2016-06-10,"US Department of Health and Human Services","DISC"
"EDWARD G. MYERS D.O. INC",28,"Discharge Data","MED",6441,"Ohio",200001884,2016-06-10,"US Department of Health and Human Services","HACK"
"Riverside Health System",23,"Public Health","MED",578,"California",200000782,2016-06-10,"Government Agency","DISC"
"Saint Mary and Elizabeth Hospital",23,"Public Health","MED",1682,"Kentucky",200000783,2016-06-10,"Government Agency","HACK"
"Edward G. Myers, D.O. Inc.",23,"Public Health","MED",6441,"Ohio",200000981,2016-06-10,"Government Agency","HACK"
"Riverside Health System",23,"Public Health","MED",578,"Virginia",200001885,2016-06-10,"US Department of Health and Human Services","DISC"
"North Ottawa Medical Group",28,"Discharge Data","MED",22000,"Michigan",200001881,2016-06-09,"US Department of Health and Human Services","DISC"
"PruittHealth Hospice Beaufort",28,"Discharge Data","MED",1437,"South Carolina",200001882,2016-06-09,"US Department of Health and Human Services","DISC"
"Pruitt Health Hospice Beaufort",23,"Public Health","MED",1437,"South Carolina",200000784,2016-06-09,"Government Agency","DISC"
"Wal-Mart Stores, Inc.",28,"Discharge Data","MED",27393,"Arkansas",200001880,2016-06-08,"US Department of Health and Human Services","DISC"
"WalMart Stores, Inc.",23,"Public Health","MED",27393,"Arkansas",200000752,2016-06-08,"Government Agency","DISC"
"Vincent Vein Center",28,"Discharge Data","MED",2250,"Colorado",200001877,2016-06-07,"US Department of Health and Human Services","HACK"
"Grace Primary Care, PC",28,"Discharge Data","MED",6853,"Tennessee",200001878,2016-06-07,"US Department of Health and Human Services","HACK"
"Midland County Hospital District d/b/a Midland Memorial Hospital",28,"Discharge Data","MED",1468,"Texas",200001879,2016-06-07,"US Department of Health and Human Services","DISC"
"State Farm Mutual Automobile Insurance Company",6,"Life Insurance Company","BSF",0,"Illinois",200000662,2016-06-07,"California Attorney General","INSD"
"Grace Primary Care, PC",23,"Public Health","MED",6853,"Tennessee",200000753,2016-06-07,"Government Agency","HACK"
"Vincent Vein Center",23,"Public Health","MED",2250,"Colorado",200000756,2016-06-07,"Government Agency","HACK"
"Midland County Hospital District dba. Midland Memorial Hospital",23,"Public Health","MED",1468,"Texas",200000810,2016-06-07,"Government Agency","DISC"
"Empathia Inc",18,"Physician, Hospital","BSO",0,"Wisconsin",200000663,2016-06-06,"California Attorney General","HACK"
"The University of New Mexico",28,"Discharge Data","MED",2827,"New Mexico",200001875,2016-06-03,"US Department of Health and Human Services","DISC"
"The Vein Doctor",28,"Discharge Data","MED",3000,"Missouri",200001876,2016-06-03,"US Department of Health and Human Services","HACK"
"Cici's Pizza",17,"Payer (Insurer)","BSO",0,"Texas",200000812,2016-06-03,"Krebs On Security","HACK"
"The Vein Doctor",23,"Public Health","MED",3000,"Missouri",200000754,2016-06-03,"Government Agency","HACK"
"The University of New Mexico",23,"Public Health","MED",2827,"New Mexico",200000755,2016-06-03,"Government Agency","DISC"
"My Pediatrician, PA",28,"Discharge Data","MED",2500,"Florida",200001874,2016-06-01,"US Department of Health and Human Services","HACK"
"Allen Dell P.A.",17,"Payer (Insurer)","BSO",2500,"Florida",200000762,2016-06-01,"Government Agency","HACK"
"Washington Redskins",18,"Physician, Hospital","BSO",0,"Virginia",200000631,2016-06-01,"Media","PORT"
"ENT & Allergy Center",23,"Public Health","MED",16200,"Arkansas",200000763,2016-06-01,"Government Agency","HACK"
"My Pediatrician",23,"Public Health","MED",2500,"Florida",200000789,2016-06-01,"Government Agency","HACK"
"Washington DC VA Medical Center",28,"Discharge Data","MED",1062,"District Of Columbia",200001872,2016-05-31,"US Department of Health and Human Services","PHYS"
"ENT and Allergy Center",28,"Discharge Data","MED",16200,"Arkansas",200001873,2016-05-31,"US Department of Health and Human Services","HACK"
"Verity Health System",26,"Disease Management","MED",0,"California",200000638,2016-05-31,"California Attorney General","HACK"
"MySpace",17,"Payer (Insurer)","BSO",3.6e+08,"California",200000629,2016-05-31,"Media","HACK"
"Washington DC VA Medical Center",23,"Public Health","MED",1062,"District Of Columbia",200000761,2016-05-31,"Government Agency","PHYS"
"Orchid MPS Holdings, LLC Welfare Benefit Plan",28,"Discharge Data","MED",771,"Michigan",200001871,2016-05-26,"US Department of Health and Human Services","DISC"
"Orchid MPS Holdings, LLC/Welfare Benefit Plan",23,"Public Health","MED",771,"Missouri",200000760,2016-05-26,"Government Agency","DISC"
"Integrated Health Solutions PC",28,"Discharge Data","MED",19776,"Pennsylvania",200001868,2016-05-25,"US Department of Health and Human Services","HACK"
"Stamford Podiatry Group .P.C",28,"Discharge Data","MED",40491,"Connecticut",200001870,2016-05-25,"US Department of Health and Human Services","HACK"
"Stamford Podiatry Group PC",18,"Physician, Hospital","MED",40491,"Connecticut",200000759,2016-05-25,"Media","HACK"
"Integrated Health Solutions PC",23,"Public Health","MED",19776,"Pennsylvania",200000758,2016-05-25,"Media","HACK"
"California Health & Longevity Institute",29,"Researcher","MED",4386,"California",200001869,2016-05-25,"US Department of Health and Human Services","DISC"
"Berkeley Endocrine Clinic",28,"Discharge Data","MED",1370,"California",200001866,2016-05-24,"US Department of Health and Human Services","DISC"
"Keystone Rural Health Consortia, Inc.",28,"Discharge Data","MED",800,"Pennsylvania",200001867,2016-05-24,"US Department of Health and Human Services","PHYS"
"Lewis-Palmer School District 38",52,"Education","EDU",2000,"Colorado",200000628,2016-05-24,"Media","DISC"
"A&A Ready Mixed Concrete, Inc. ",17,"Payer (Insurer)","BSO",0,"California",200000639,2016-05-24,"California Attorney General","HACK"
"Melanie Witte (counsel for Berkeley Endocrine Clinic)",23,"Public Health","MED",1370,"California",200000751,2016-05-24,"Government Agency","DISC"
